21.033,0.414783,0.815285,0.284654,1
19.085,0.458359,0.819521,0.368674,1
20.651,0.429895,0.825288,0.332634,1
20.644,0.434969,0.819235,0.368975,1
19.649,0.417356,0.823484,0.410335,1
21.378,0.415564,0.825069,0.357775,1
24.886,0.59604,0.764112,0.211756,1
26.892,0.63742,0.763262,0.163755,1
21.812,0.615551,0.773587,0.231571,1
21.862,0.547037,0.798463,0.271362,1
21.118,0.611137,0.776156,0.24974,1
21.414,0.58339,0.79252,0.275931,1
25.703,0.4606,0.646846,0.138512,1
24.889,0.430166,0.665833,0.199889,1
24.922,0.474791,0.654027,0.1701,1
25.175,0.565924,0.658245,0.234589,1
22.333,0.56738,0.644692,0.218164,1
20.376,0.631099,0.605417,0.430788,1
17.28,0.665318,0.719467,0.377429,1
17.153,0.649554,0.68608,0.322111,1
17.536,0.660125,0.704087,0.365391,1
19.493,0.629017,0.698951,0.259765,1
22.468,0.61906,0.679834,0.285695,1
20.422,0.537264,0.686894,0.253556,1
23.831,0.397937,0.732479,0.215961,1
22.066,0.522746,0.737948,0.219514,1
25.908,0.418622,0.720916,0.147403,1
25.119,0.358773,0.726652,0.162999,1
25.97,0.470478,0.676258,0.108514,1
25.678,0.427785,0.723797,0.135242,1
26.775,0.422229,0.741367,0.085569,0
30.94,0.432439,0.742055,0.068501,0
30.775,0.465946,0.738703,0.09632,0
32.684,0.368535,0.742133,0.056141,0
33.047,0.340068,0.741899,0.044539,0
31.732,0.344252,0.742737,0.05761,0
23.216,0.360148,0.778834,0.165827,1
24.951,0.341435,0.783626,0.173218,1
26.738,0.403884,0.766209,0.141929,1
26.31,0.396793,0.758324,0.160691,1
26.822,0.32648,0.765623,0.130554,1
26.453,0.306443,0.759203,0.11573,1
22.736,0.305062,0.654172,0.095032,0
23.145,0.457702,0.634267,0.117399,0
25.368,0.438296,0.635285,0.09147,0
25.032,0.431285,0.638928,0.102706,0
24.602,0.467489,0.631653,0.097336,0
26.805,0.610367,0.635204,0.086398,0
23.162,0.579597,0.733659,0.133867,0
24.971,0.538688,0.754073,0.128872,0
25.135,0.553134,0.775933,0.103561,0
25.03,0.507504,0.760361,0.105993,0
24.692,0.459766,0.766204,0.119308,0
25.429,0.420383,0.785714,0.147491,0
21.028,0.536009,0.819032,0.3167,1
20.767,0.558586,0.811843,0.344834,1
21.422,0.541781,0.821364,0.335041,1
22.817,0.530529,0.817756,0.314464,1
22.603,0.540049,0.813432,0.326197,1
21.66,0.547975,0.817396,0.316395,1
25.554,0.341788,0.678874,0.101516,0
26.138,0.447979,0.686264,0.098555,0
25.856,0.364867,0.694399,0.103224,0
25.964,0.25657,0.683296,0.093534,0
26.415,0.27685,0.673636,0.073581,0
24.547,0.305429,0.681811,0.091546,0
19.56,0.460139,0.720908,0.226156,1
19.979,0.498133,0.729067,0.226247,1
20.338,0.513237,0.731444,0.18558,1
21.718,0.487407,0.727313,0.141958,1
20.264,0.489345,0.730387,0.180828,1
18.57,0.543299,0.733232,0.242981,1
25.742,0.495954,0.762959,0.18818,1
24.178,0.509127,0.789532,0.225461,1
25.438,0.437031,0.815908,0.244512,1
25.197,0.463514,0.807217,0.228624,1
23.37,0.489538,0.789977,0.193918,1
25.82,0.429484,0.81634,0.232744,1
21.875,0.644954,0.779612,0.260015,1
19.2,0.594387,0.790117,0.277948,1
19.055,0.544805,0.770466,0.327978,1
19.659,0.576084,0.778747,0.260633,1
20.536,0.55461,0.787896,0.264666,1
